judge,true_author,predicted_author,confidence,prompt_id
claude-opus-4.7,kimi-k2.6,kimi-k2.6,3,creative-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,creative-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,creative-002
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,3,creative-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,creative-002
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,creative-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,creative-003
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,creative-003
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,creative-003
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,3,creative-003
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,creative-004
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,creative-004
claude-opus-4.7,gpt-5.5,gpt-5.5,3,creative-004
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,3,creative-004
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,explain-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,explain-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,4,explain-001
claude-opus-4.7,gpt-5.5,gpt-5.5,3,explain-001
claude-opus-4.7,gpt-5.5,gpt-5.5,3,explain-002
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,explain-002
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,explain-002
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,explain-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,explain-003
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,explain-003
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,explain-003
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,explain-003
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,4,ethics-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,ethics-001
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,ethics-001
claude-opus-4.7,gpt-5.5,gpt-5.5,3,ethics-001
claude-opus-4.7,gpt-5.5,gpt-5.5,3,ethics-002
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,ethics-002
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,ethics-002
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,ethics-002
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,design-001
claude-opus-4.7,gpt-5.5,gpt-5.5,3,design-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,design-001
claude-opus-4.7,kimi-k2.6,kimi-k2.6,2,design-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,design-002
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,design-002
claude-opus-4.7,kimi-k2.6,gpt-5.5,3,design-002
claude-opus-4.7,gpt-5.5,kimi-k2.6,2,design-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,translate-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,translate-001
claude-opus-4.7,kimi-k2.6,kimi-k2.6,2,translate-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,translate-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,translate-002
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,translate-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,translate-002
claude-opus-4.7,kimi-k2.6,kimi-k2.6,3,translate-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,science-001
claude-opus-4.7,kimi-k2.6,kimi-k2.6,2,science-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,science-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,science-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,science-002
claude-opus-4.7,kimi-k2.6,kimi-k2.6,2,science-002
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,science-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,science-002
claude-opus-4.7,gpt-5.5,gpt-5.5,3,history-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,history-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,history-001
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,history-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,economics-001
claude-opus-4.7,kimi-k2.6,gpt-5.5,3,economics-001
claude-opus-4.7,gpt-5.5,kimi-k2.6,2,economics-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,economics-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,5,philosophy-001
claude-opus-4.7,gpt-5.5,gpt-5.5,3,philosophy-001
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,philosophy-001
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,4,philosophy-001
claude-opus-4.7,claude-opus-4.7,claude-opus-4.7,4,creative-005
claude-opus-4.7,gemini-3.1-pro,gemini-3.1-pro,3,creative-005
claude-opus-4.7,kimi-k2.6,kimi-k2.6,5,creative-005
claude-opus-4.7,gpt-5.5,gpt-5.5,3,creative-005
