judge,true_author,predicted_author,confidence,prompt_id
gemini-3.1-pro,gemini-3.1-pro,claude-opus-4.7,3,economics-001
gemini-3.1-pro,gpt-5.5,gemini-3.1-pro,3,economics-001
gemini-3.1-pro,claude-opus-4.7,gemini-3.1-pro,3,economics-001
gemini-3.1-pro,kimi-k2.6,gemini-3.1-pro,3,economics-001
gemini-3.1-pro,kimi-k2.6,gemini-3.1-pro,3,philosophy-001
gemini-3.1-pro,gpt-5.5,claude-opus-4.7,3,philosophy-001
gemini-3.1-pro,gemini-3.1-pro,gemini-3.1-pro,3,philosophy-001
gemini-3.1-pro,claude-opus-4.7,gpt-5.5,3,philosophy-001
gemini-3.1-pro,kimi-k2.6,gemini-3.1-pro,3,creative-005
gemini-3.1-pro,gpt-5.5,gemini-3.1-pro,3,creative-005
gemini-3.1-pro,gemini-3.1-pro,gemini-3.1-pro,3,creative-005
gemini-3.1-pro,claude-opus-4.7,gemini-3.1-pro,3,creative-005
