judge,true_author,predicted_author,confidence,prompt_id
kimi-k2.6,gpt-5.5,kimi-k2.6,3,ethics-001
kimi-k2.6,claude-opus-4.7,claude-opus-4.7,5,ethics-002
kimi-k2.6,gpt-5.5,gemini-3.1-pro,3,ethics-002
kimi-k2.6,gemini-3.1-pro,gpt-5.5,3,ethics-002
kimi-k2.6,kimi-k2.6,kimi-k2.6,3,ethics-002
kimi-k2.6,gpt-5.5,claude-opus-4.7,4,design-001
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,3,design-001
kimi-k2.6,gemini-3.1-pro,gpt-5.5,3,design-001
kimi-k2.6,claude-opus-4.7,kimi-k2.6,3,design-001
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,3,design-002
kimi-k2.6,claude-opus-4.7,gpt-5.5,3,design-002
kimi-k2.6,gpt-5.5,claude-opus-4.7,4,design-002
kimi-k2.6,gemini-3.1-pro,kimi-k2.6,3,design-002
kimi-k2.6,gpt-5.5,gpt-5.5,3,translate-001
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,3,translate-001
kimi-k2.6,gemini-3.1-pro,kimi-k2.6,3,translate-001
kimi-k2.6,claude-opus-4.7,claude-opus-4.7,5,translate-001
kimi-k2.6,claude-opus-4.7,claude-opus-4.7,4,translate-002
kimi-k2.6,gpt-5.5,gpt-5.5,3,translate-002
kimi-k2.6,gemini-3.1-pro,kimi-k2.6,3,translate-002
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,3,translate-002
kimi-k2.6,claude-opus-4.7,claude-opus-4.7,4,science-001
kimi-k2.6,kimi-k2.6,gpt-5.5,3,science-001
kimi-k2.6,gemini-3.1-pro,gemini-3.1-pro,3,science-001
kimi-k2.6,gpt-5.5,kimi-k2.6,3,science-001
kimi-k2.6,gpt-5.5,gpt-5.5,3,science-002
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,3,science-002
kimi-k2.6,claude-opus-4.7,claude-opus-4.7,5,science-002
kimi-k2.6,gemini-3.1-pro,kimi-k2.6,3,science-002
kimi-k2.6,claude-opus-4.7,claude-opus-4.7,5,history-001
kimi-k2.6,gpt-5.5,gpt-5.5,3,history-001
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,3,history-001
kimi-k2.6,gemini-3.1-pro,kimi-k2.6,3,history-001
kimi-k2.6,kimi-k2.6,claude-opus-4.7,4,economics-001
kimi-k2.6,gemini-3.1-pro,gpt-5.5,3,economics-001
kimi-k2.6,gpt-5.5,gemini-3.1-pro,3,economics-001
kimi-k2.6,claude-opus-4.7,kimi-k2.6,3,economics-001
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,3,philosophy-001
kimi-k2.6,gpt-5.5,gpt-5.5,3,philosophy-001
kimi-k2.6,gemini-3.1-pro,claude-opus-4.7,4,philosophy-001
kimi-k2.6,claude-opus-4.7,kimi-k2.6,4,philosophy-001
kimi-k2.6,kimi-k2.6,gemini-3.1-pro,2,creative-005
kimi-k2.6,claude-opus-4.7,claude-opus-4.7,3,creative-005
kimi-k2.6,gpt-5.5,kimi-k2.6,3,creative-005
kimi-k2.6,gemini-3.1-pro,gpt-5.5,3,creative-005
